cpus,reinit_solutions,reinit_systems,adaptivity,solve,other,total
1,14.187395,1.665789,1.6824569999999999,51.215334000000006,28.525169999998997,97.276144999999005
2,10.531248,0.84192800000000012,4.0376620000000001,27.490247999999998,15.492851000000005,58.393937000000001
4,8.2360990000000012,0.43670600000000004,4.2170269999999999,14.448582,8.9627679999999934,36.301181999999997
8,7.2894460000000008,0.23547600000000002,4.5501740000000002,7.8639740000000007,5.9259780000000015,25.865048000000002
16,7.371378,0.147921,5.0884369999999999,4.4891459999999999,4.58047,21.677351999999999
32,7.1120729999999996,0.099145999999999998,5.5303599999999999,3.337656,4.2007970000000014,20.280032000000002
