cpus,reinit,adaptivity,solve,other,total
1,3.2151578817254956e-317,3.2151578817254956e-317,81.350847999999999,73.63679599999999,154.98764399999999
2,3.2151578817254956e-317,3.2151578817254956e-317,43.16621,49.420282000000007,92.586492000000007
4,3.2151578817254956e-317,3.2151578817254956e-317,22.567454999999999,35.301665,57.869119999999995
8,3.2151578817254956e-317,3.2151578817254956e-317,11.973048,29.707130999999997,41.680178999999995
16,3.2151578817254956e-317,3.2151578817254956e-317,6.6607669999999999,27.798373000000005,34.459140000000005
32,3.2151578817254956e-317,3.2151578817254956e-317,4.8125999999999998,26.535646999999997,31.348246999999997
