time,adaptivity_time,dt,memory,num_elems,num_past_events,reinit_solutions_time,reinit_systems_time,sink_average,sink_integral,sink_rate_average,solution_average,solution_integral,solve_time,total_time
0,0,0,2650329088,42709,0,0,0,0,0,0,0,0,0,0
0.001,0.426655,0.001,2899996672,42709,0,3.2151578817255e-317,3.2151578817255e-317,0.89999999980877,0.89999999980877,0.0048131410658742,2.9999951863085,2.9999951863085,0.134154,2.195645
0.003,0.42943,0.002,2934599680,42709,1,3.2151578817255e-317,3.2151578817255e-317,0.89999999980877,0.89999999980877,0.10473941991252,2.9997857074681,2.9997857074681,0.254364,2.399049
0.007,0.903034,0.004,2958929920,41344,1,0.658009,0.008098,0.89999999980876,0.89999999980877,0.59457967299621,2.9960629385915,2.9960629385915,0.375687,3.869315
0.011927746335929,0.905708,0.0049277463359289,2960011264,41344,1,0.658009,0.008098,0.89999999980876,0.89999999980877,1.2071885749828,2.9901142195146,2.9901142195147,0.497022,4.059724
0.012927746335929,1.333158,0.001,2971635712,42691,2,1.175094,0.015719,0.89999999980877,0.89999999980877,1.3283222957411,5.9887858965186,5.9887858965187,0.628313,5.367218
0.014927746335929,1.805572,0.002,2975961088,41344,2,1.850676,0.023821,0.89999999980876,0.89999999980877,1.5396139904615,5.9840199492496,5.9840199492497,0.748162,6.855374
0.018829794704221,1.808247,0.0039020483682921,2975961088,41344,2,1.850676,0.023821,0.89999999980876,0.89999999980877,1.8190955483193,5.9769217504329,5.976921750433,0.870257,7.046753
0.019829794704221,2.233328,0.001,2980286464,42703,3,2.407479,0.031727,0.89999999980877,0.89999999980877,1.8822080753967,8.9750395417983,8.9750395417984,1.004272,8.399408
0.021829794704221,2.705392,0.002,2981908480,41344,3,3.107851,0.040227,0.89999999980876,0.89999999980877,1.981669016831,8.9694204019355,8.9694204019356,1.124218,9.913918
0.025829794704221,2.708052,0.004,2982178816,41344,3,3.107851,0.040227,0.89999999980876,0.89999999980877,2.1421350950731,8.9608518615543,8.9608518615544,1.244718,10.10405
0.033829794704221,2.710761,0.008,2982719488,41344,3,3.107851,0.040227,0.89999999980876,0.89999999980877,2.4470465301028,8.9412754893135,8.9412754893136,1.368288,10.297255
0.043524982842078,2.713478,0.0096951881378572,2982719488,41344,3,3.107851,0.040227,0.89999999980876,0.89999999980877,2.7448119870216,8.9146640206962,8.9146640206963,1.492622,10.491228
0.044524982842078,3.136644,0.001,2982989824,42502,4,3.632986,0.047936,0.89999999984724,0.89999999984724,8.0304825593461,11.906633537687,11.906633537687,1.620173,11.8057
0.046524982842078,3.607929,0.002,2985422848,41356,4,4.238542,0.055703,0.89999999982543,0.89999999982544,15.079087815663,11.874242451346,11.874242451347,1.739588,13.224096
0.050524982842078,3.610614,0.004,2985422848,41356,4,4.238542,0.055703,0.89999999982543,0.89999999982544,15.979428609441,11.810324736908,11.810324736909,1.859902,13.414412
0.056959445267338,3.61331,0.0064344624252601,2985422848,41356,4,4.238542,0.055703,0.89999999982543,0.89999999982544,12.885846384629,11.72741124253,11.72741124253,1.981903,13.606643
0.057959445267338,4.040326,0.001,2987315200,42718,5,4.792513,0.063518,0.89999999982543,0.89999999982544,12.371152416545,14.715040089551,14.715040089551,2.111799,14.957718
0.05922400721669,4.513801,0.0012645619493515,2990559232,41356,5,5.419627,0.071527,0.89999999982543,0.89999999982544,11.739419120038,14.698530540465,14.698530540465,2.229426,16.400673
0.06022400721669,4.9401,0.001,2993262592,42718,6,5.981793,0.079561,0.89999999982543,0.89999999982544,11.310515993372,17.687220023891,17.687220023891,2.354565,17.757716
0.061413763393971,5.414397,0.0011897561772811,2995154944,41356,6,6.54027,0.087807,0.89999999982543,0.89999999982544,10.985677059746,17.672477010241,17.672477010241,2.471871,19.135407
0.062413763393971,5.840102,0.001,2995425280,42721,7,7.090891,0.09568,0.89999999982543,0.89999999982544,10.854810156509,20.661622199547,20.661622199547,2.60182,20.486714
0.064413763393971,6.313708,0.002,2996776960,41356,7,7.670979,0.103921,0.89999999982543,0.89999999982544,10.902430108401,20.638150242851,20.638150242852,2.72104,21.891292
0.068413763393971,6.31638,0.004,2996776960,41356,7,7.670979,0.103921,0.89999999982543,0.89999999982544,11.002635642434,20.594139700283,20.594139700283,2.841597,22.081874
0.076413763393971,6.319147,0.008,2996776960,41356,7,7.670979,0.103921,0.89999999982543,0.89999999982544,10.4927453517,20.51019773747,20.510197737471,2.96306,22.273587
0.092413763393971,6.321808,0.016,2996776960,41356,7,7.670979,0.103921,0.89999999982543,0.89999999982544,9.1869313573878,20.363206835752,20.363206835752,3.085029,22.465679
0.10290916224756,6.324515,0.010495398853593,2996776960,41356,7,7.670979,0.103921,0.89999999982543,0.89999999982544,8.4745597332326,20.274262951243,20.274262951243,3.206667,22.657276
0.10390916224756,6.751362,0.001,2997317632,42712,8,8.216218,0.111874,0.89999999982543,0.89999999982544,8.4081812469895,23.26585476939,23.265854769391,3.335638,24.004771
0.10590916224756,7.227532,0.002,2999209984,41356,8,8.888341,0.119906,0.89999999982543,0.89999999982544,8.2822825143557,23.247558479945,23.247558479945,3.455107,25.504234
0.10990916224756,7.23024,0.004,2999209984,41356,8,8.888341,0.119906,0.89999999982543,0.89999999982544,8.0602355579521,23.215317537714,23.215317537715,3.57547,25.694416
0.11790916224756,7.232904,0.008,2999209984,41356,8,8.888341,0.119906,0.89999999982543,0.89999999982544,7.7335888724969,23.153448826734,23.153448826735,3.697696,25.886842
