cpus,reinit_solutions,reinit_systems,adaptivity,solve,other,total
1,21.090185000000002,2.4741599999999999,2.6316929999999998,79.703632999999996,46.162969999999973,152.06264099999999
2,15.921545999999999,1.2551649999999999,6.4065970000000005,42.430239,25.471802999999994,91.485349999999997
4,12.803411000000001,0.64942200000000005,6.7552619999999992,22.300542999999998,14.887680999999992,57.396318999999991
8,11.627367,0.355323,7.6236699999999997,11.842291000000001,9.9220159999999975,41.370666999999997
16,11.480167999999999,0.21614899999999998,8.1192539999999997,6.5625149999999994,7.8925410000000102,34.270627000000005
32,10.716817000000001,0.14376700000000001,8.5976949999999999,4.800433,7.0691900000000008,31.327902000000002
